Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11291.0,10297.0,9762.0,8727.0,20345.0,14963.0,9731.0,-75.26729261356186,1.3403876266019505,6252.0,8484.0,caqueta_20160311,coca,coca
9492.0,8448.0,7759.0,6648.0,19047.0,11077.0,7095.0,-71.6665513661026,1.2661810822503403,9931.0,9035.0,guaviare_20160820,coca,coca
11184.0,10145.0,9524.0,8333.0,21350.0,14598.0,9273.0,-75.12839747973935,1.061788831450005,7282.0,10537.0,caqueta_20160311,coca,coca
11130.0,10042.0,8962.0,7950.0,14738.0,10486.0,7407.0,-75.13449047844655,1.549661036661361,7237.0,6942.0,caqueta_20160311,coca,coca
9541.0,8474.0,7803.0,6707.0,17915.0,10995.0,7180.0,-72.04178639752648,1.11850860355571,7145.0,10128.0,guaviare_20160820,coca,coca
10159.0,9131.0,8311.0,7275.0,16762.0,10233.0,7050.0,-72.3535507795859,1.7963537939658878,4924.0,5130.0,guaviare_20160125,coca,coca
9627.0,8587.0,7835.0,6671.0,18991.0,11251.0,7285.0,-71.9372976376324,1.5589567307434848,7917.0,6877.0,guaviare_20160820,coca,coca
10628.0,9626.0,8809.0,7835.0,17401.0,10674.0,7449.0,-72.01080378561697,1.1327069403718486,7475.0,10023.0,guaviare_20160125,coca,coca
10517.0,9407.0,8375.0,7227.0,15972.0,9248.0,6378.0,-75.60109624446301,1.6692679108847366,3777.0,6060.0,caqueta_20160311,coca,coca
11832.0,10825.0,10204.0,9326.0,20179.0,16358.0,10518.0,-75.13339903895013,1.3323918421883414,7245.0,8543.0,caqueta_20160311,coca,coca
10242.0,9217.0,8468.0,7352.0,17830.0,10756.0,7238.0,-72.51529610617513,1.845120105600426,3723.0,4772.0,guaviare_20160125,coca,coca
10062.0,8960.0,7944.0,6923.0,14889.0,9269.0,6728.0,-75.93434060520252,1.4561028487092889,1305.0,7630.0,caqueta_20160311,coca,coca
9805.0,8741.0,8058.0,6778.0,21546.0,12241.0,7453.0,-72.08249664211576,2.260133262797204,6830.0,1705.0,guaviare_20160820,coca,coca
10497.0,9445.0,8564.0,7556.0,17720.0,10520.0,7263.0,-71.96779779223317,1.185107410081649,7794.0,9636.0,guaviare_20160125,coca,coca
10359.0,9313.0,8380.0,7226.0,17516.0,9382.0,6439.0,-75.9329795910934,1.4247588516779117,1315.0,7861.0,caqueta_20160311,coca,coca
11149.0,10082.0,9487.0,8273.0,21357.0,15198.0,9555.0,-75.34077672552506,1.329657628609427,5707.0,8563.0,caqueta_20160311,coca,coca
11068.0,10005.0,9494.0,8093.0,21386.0,13494.0,8598.0,-75.0972536529363,1.0778036413341026,7513.0,10419.0,caqueta_20160311,coca,coca
10613.0,9526.0,8635.0,7618.0,18259.0,10628.0,7130.0,-71.51914824305678,1.2829180661391577,11126.0,8910.0,guaviare_20160125,coca,coca
9757.0,8631.0,7946.0,6755.0,18781.0,11850.0,7401.0,-72.59605557087676,1.472498944272683,3027.0,7521.0,guaviare_20160820,coca,coca
9887.0,8776.0,7760.0,6763.0,14862.0,9352.0,6527.0,-72.36288132696951,2.0376709646268685,4752.0,3350.0,guaviare_20160820,coca,coca
12049.0,10880.0,9761.0,8608.0,17488.0,11119.0,7642.0,-76.03730416009131,0.3652702052063177,2819.0,5029.0,putumayo_20160311,coca,coca
9481.0,8401.0,8038.0,6632.0,27304.0,14975.0,8500.0,-71.98889508063344,1.2228053330031938,7537.0,9358.0,guaviare_20160820,coca,coca
